Survey Date,Stream Name,Temperature - C,Stream Flow,Visibility,Weather,Observation Type,Species,Run Year,Survey Type,Redd Count,Fish Count,Comment,,,,,,survey_comment
2017-11-29,Padden Cr (01.0622),7,Medium,Good,Cloudy,Live Fish,Kokanee,2017,index,,3,,,,,,,
2017-11-29,Padden Cr (01.0622),7,Medium,Good,Cloudy,Live Fish,Kokanee,2017,index,,1,,,,,,,
2017-11-29,Padden Cr (01.0622),7,Medium,Good,Cloudy,Fish Redd,Kokanee,2017,index,1,,,,,,,,
2017-11-29,Padden Cr (01.0622),7,Medium,Good,Cloudy,Live Fish,Chum,2017,index,,4,,,,,,,
2017-11-29,Padden Cr (01.0622),7,Medium,Good,Cloudy,Live Fish,Kokanee,2017,index,,2,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,2,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,4,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,2,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Fish Redd,Chum,2017,index,1,,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,7,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Fish Redd,Chum,2017,index,1,,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,10,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Fish Redd,Chum,2017,index,2,,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,3,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Carcass,Kokanee,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Carcass,Coho,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Unknown,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Kokanee,2017,index,,1,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,7,,,,,,,
2017-12-07,Padden Cr (01.0622),5,Medium,Good,Sunny,Live Fish,Chum,2017,index,,9,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Chum,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Chum,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Kokanee,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Carcass,Coho,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Fish Redd,Chum,2017,index,1,,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Carcass,Chum,2017,index,,2,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Chum,2017,index,,5,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Carcass,Unknown,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Unknown,2017,index,,1,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Chum,2017,index,,4,,,,,,,
2017-12-14,Padden Cr (01.0622),4,Medium Low,Excellent,Sunny,Live Fish,Chum,2017,index,,3,,,,,,,
2017-12-21,Padden Cr (01.0622),3.5,Medium High,Poor,Cloudy,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-21,Padden Cr (01.0622),3.5,Medium High,Poor,Cloudy,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-21,Padden Cr (01.0622),3.5,Medium High,Poor,Cloudy,Live Fish,Chum,2017,index,,1,,,,,,,
2017-12-27,Padden Cr (01.0622),3,Medium,Very Good,Cloudy,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-27,Padden Cr (01.0622),3,Medium,Very Good,Cloudy,Carcass,Chum,2017,index,,1,,,,,,,
2017-12-27,Padden Cr (01.0622),3,Medium,Very Good,Cloudy,Carcass,Unknown,2017,index,,1,,,,,,,
2018-01-03,Padden Cr (01.0622),2,Medium,Good,Sunny,Carcass,Chum,2018,index,,1,,,,,,,
2018-01-10,Padden Cr (01.0622),5,Medium,Good,Cloudy,,,,,,,,,,,,,
2018-01-16,Padden Cr (01.0622),6.0,Medium,Good,Cloudy,Carcass,Chum,2018,index,,1,,,,,,,
2018-01-24,Padden Cr (01.0622),6.0,Medium High,Fair,Cloudy,Carcass,Unknown,2018,index,,1,,,,,,,
2018-02-01,Padden Cr (01.0622),5,Medium High,Fair,Showers,Carcass,Unknown,2017,index,,1,,,,,,,
2018-02-01,Padden Cr (01.0622),5,Medium High,Fair,Showers,Carcass,Chum,2018,index,,1,,,,,,,
2018-02-15,Padden Cr (01.0622),4,Medium,Good,Cloudy,,,,,,,,,,,,,
2018-02-22,Padden Cr (01.0622),1,Medium,Good,Sunny,,,,,,,,,,,,,
2018-03-01,Padden Cr (01.0622),4,Medium,Fair,Sunny,,,,,,,,,,,,,
2018-03-08,Padden Cr (01.0622),4.5,Medium,Good,Showers,,,,,,,,,,,,,
2018-03-20,Padden Cr (01.0622),6,Medium Low,Good,Sunny,,,,,,,,,,,,,
2018-03-29,Padden Cr (01.0622),6,Medium Low,Fair,Showers,,,,,,,,,,,,,
2018-04-04,Padden Cr (01.0622),7,Medium,Excellent,Cloudy,,,,,,,,,,,,,
2018-04-11,Padden Cr (01.0622),8.5,Medium Low,Good,Cloudy,,,,,,,,,,,,,
2018-04-18,Padden Cr (01.0622),9,Medium Low,Good,Cloudy,,,,,,,,,,,,,
2018-04-26,Padden Cr (01.0622),10,Medium Low,Excellent,Sunny,,,,,,,,,,,,,
2018-05-10,Padden Cr (01.0622),12.5,Medium,Poor,raining,,,,,,,,,,,,,
2018-05-16,Padden Cr (01.0622),15,Low,Very Good,Cloudy,,,,,,,,,,,,,
2018-05-22,Padden Cr (01.0622),13,Low,Good,Sunny,,,,,,,,,,,,,
2018-06-12,Padden Cr (01.0622),11,Low,Very Good,Cloudy,,,,,,,,,,,,,
2018-06-26,Padden Cr (01.0622),14,Low,Good,Cloudy,,,,,,,,,,,,,
2019-09-13,Padden Cr (01.0622),15.5,medium_low,very_good,cloudy,,,,,,,"Isaiah Wynter
Brendan Grassi-Carbone
Leah Talley",,,,,,
2019-09-13,Padden Cr (01.0622),19,,,,,,,,,,Is this a real survey??,,,,,,
2019-09-20,Padden Cr (01.0622),15.0,medium_low,excellent,cloudy,carcass,Chinook,2019,index,,1,"Isaiah Wynter, Leah Talley 
Resident trout at PACR 0.88",,,,,,
2019-09-20,Padden Cr (01.0622),15.0,medium_low,excellent,cloudy,live_fish,Chinook,2019,index,,1,"Isaiah Wynter, Leah Talley 
Resident trout at PACR 0.88",,,,,,
2019-09-27,Padden Cr (01.0622),13.0,,,,carcass,Chinook,2019,index,,1,,,,,,,
2019-10-04,Padden Cr (01.0622),11,medium_high,fair,cloudy,,,,,,,"Isaiah Wynter
Leah Talley",,,,,,
2019-10-10,Padden Cr (01.0622),5.8,low,excellent,sunny,carcass,Steelhead,2019,index,,1,Took carcass back to shop for further evaluation.,,,,,,
2019-10-15,Padden Cr (01.0622),9.1,medium_low,very_good,cloudy,carcass,Chinook,2019,index,,1,Found one salmon carcass that was previously processed. See photos. ,,,,,,
2019-10-28,Padden Cr (01.0622),7.5,medium_high,very_good,sunny,fish_redd,Unknown,2019,index,1,,"One coho jack carcass was only ~13"" long. Saved in shop freezer & photos taken.",,,,,,
2019-10-28,Padden Cr (01.0622),7.5,medium_high,very_good,sunny,carcass,Coho,2019,index,,1,"One coho jack carcass was only ~13"" long. Saved in shop freezer & photos taken.",,,,,,
2019-11-08,Padden Cr (01.0622),6,medium_low,very_good,sunny,carcass,Kokanee,2019,index,,1,"Brendan Grassi Carbone
Dead sunfish and perch PACR_1.47
Kokanee at end of survey were guarding redd with aggressive behavior",,,,,,
2019-11-08,Padden Cr (01.0622),6,medium_low,very_good,sunny,fish_redd,Kokanee,2019,index,1,,"Brendan Grassi Carbone
Dead sunfish and perch PACR_1.47
Kokanee at end of survey were guarding redd with aggressive behavior",,,,,,
2019-11-08,Padden Cr (01.0622),6,medium_low,very_good,sunny,live_fish,Kokanee,2019,index,,1,"Brendan Grassi Carbone
Dead sunfish and perch PACR_1.47
Kokanee at end of survey were guarding redd with aggressive behavior",,,,,,
2019-11-14,Padden Cr (01.0622),7.5,medium,excellent,cloudy,live_fish,Unknown,2019,index,,1,"Ran into WASDOT, they were planning to replace the culvert at 30th and Old Fairhaven. They were pinning the high water mark.",,,,,,
2019-11-14,Padden Cr (01.0622),7.5,medium,excellent,cloudy,live_fish,Kokanee,2019,index,,1,"Ran into WASDOT, they were planning to replace the culvert at 30th and Old Fairhaven. They were pinning the high water mark.",,,,,,
2019-11-21,Padden Cr (01.0622),6,medium_low,good,sunny,carcass,Coho,2019,index,,1,"First Coho carcass was female, found under 12th st bridge. Second coho carcass was male jack below WSDOT bridge at Daylighting. Third coho was a live but very small jack, approx 14"" long (photo taken). ",,,,,,
2019-11-21,Padden Cr (01.0622),6,medium_low,good,sunny,live_fish,Coho,2019,index,,1,"First Coho carcass was female, found under 12th st bridge. Second coho carcass was male jack below WSDOT bridge at Daylighting. Third coho was a live but very small jack, approx 14"" long (photo taken). ",,,,,,
2019-11-21,Padden Cr (01.0622),6,medium_low,good,sunny,fish_redd,Coho,2019,index,1,,"First Coho carcass was female, found under 12th st bridge. Second coho carcass was male jack below WSDOT bridge at Daylighting. Third coho was a live but very small jack, approx 14"" long (photo taken). ",,,,,,
2019-11-25,Padden Cr (01.0622),8,medium_high,fair,showers,,,,,,,N/A,,,,,,
2019-12-02,Padden Cr (01.0622),5,medium,very_good,cloudy,live_fish,Coho,2019,index,,1,"(Fish 1) Adipose fin was absent but undetermined if clipped off or decayed. There was a white of spot of decay exactly where the adipose fin should be. 

Kokanee: only caught a short glance but three people saw it. It was Kokanee sized and showed decay.",,,,,,
2019-12-02,Padden Cr (01.0622),5,medium,very_good,cloudy,fish_redd,Unknown,2019,index,1,,"(Fish 1) Adipose fin was absent but undetermined if clipped off or decayed. There was a white of spot of decay exactly where the adipose fin should be. 

Kokanee: only caught a short glance but three people saw it. It was Kokanee sized and showed decay.",,,,,,
2019-12-02,Padden Cr (01.0622),5,medium,very_good,cloudy,live_fish,Kokanee,2019,index,,1,"(Fish 1) Adipose fin was absent but undetermined if clipped off or decayed. There was a white of spot of decay exactly where the adipose fin should be. 

Kokanee: only caught a short glance but three people saw it. It was Kokanee sized and showed decay.",,,,,,
2019-12-09,Padden Cr (01.0622),6.0,medium_low,good,cloudy,carcass,Coho,2019,index,,1,"First coho was alive, trapped in small pool, came back to check at the end of survey. Determined female and searched for a red. There were two eggs in carcass but found no redd.",,,,,,
2019-12-09,Padden Cr (01.0622),6.0,medium_low,good,cloudy,live_fish,Coho,2019,index,,1,"First coho was alive, trapped in small pool, came back to check at the end of survey. Determined female and searched for a red. There were two eggs in carcass but found no redd.",,,,,,
2019-12-16,Padden Cr (01.0622),0,medium,poor,cloudy,,,,,,,,,,,,,
2019-12-16,Padden Cr (01.0622),6.5,medium_high,fair,cloudy,carcass,Coho,2019,index,,1,,,,,,,
2019-12-16,Padden Cr (01.0622),6.5,medium_high,fair,cloudy,fish_redd,Unknown,2019,index,1,,,,,,,,
2019-12-24,Padden Cr (01.0622),5,medium_high,good,cloudy,carcass,Coho,2019,index,,1,,,,,,,
2019-12-24,Padden Cr (01.0622),5,medium_high,good,cloudy,carcass,Kokanee,2019,index,,1,,,,,,,
2019-12-30,Padden Cr (01.0622),6.8,medium_high,fair,cloudy,carcass,Coho,2019,index,,1,Found two yellow perch carcasses towards the end of Padden survey.,,,,,,
2019-12-30,Padden Cr (01.0622),6.8,medium_high,fair,cloudy,live_fish,Unknown,2019,index,,1,Found two yellow perch carcasses towards the end of Padden survey.,,,,,,
2020-01-06,Padden Cr (01.0622),0,medium_high,poor,raining,,,,,,,,,,,,,
2020-01-06,Padden Cr (01.0622),6.5,high,poor,raining,,,,,,,Blue heron,,,,,,
2020-01-16,Padden Cr (01.0622),,high,fair,cloudy,,,,,,,,,,,,,
2020-01-16,Padden Cr (01.0622),3.8,high,fair,cloudy,,,,,,,,,,,,,
2020-01-22,Padden Cr (01.0622),5.8,medium_high,good,showers,fish_redd,Unknown,2020,index,1,,,,,,,,
2020-01-27,Padden Cr (01.0622),7.5,medium_high,fair,sunny,,,,,,,N/A,,,,,,
2020-02-04,Padden Cr (01.0622),5.8,high,good,snowing,,,,,,,N/A,,,,,,
2020-02-11,Padden Cr (01.0622),5.5,medium_high,very_good,cloudy,,,,,,,,,,,,,
2020-02-20,Padden Cr (01.0622),4.5,medium_low,very_good,sunny,,,,,,,NA,,,,,,
2020-02-25,Padden Cr (01.0622),,medium,good,cloudy,,,,,,,Spot check,,,,,,
2020-02-25,Padden Cr (01.0622),5.0,medium,good,cloudy,,,,,,,,,,,,,
2020-03-10,Padden Cr (01.0622),5.9,medium,very_good,cloudy,,,,,,,"Working Tidbit at (48.7157327, -122.4836081) (100 ft downstream from fork with Connelly creek)",,,,,,
