"Sample_name","species","totalReads"
"PadDn2_0422","Gasterosteus aculeatus",0
"PadDn2_0422","Alburnus alburnus",0
"PadDn2_0422","Regulus calendula",0
"PadDn2_0422","Castor canadensis",0
"PadDn2_0422","Homo sapiens",25
"PadDn2_0422","Didelphis virginiana",0
"PadDn2_0422","Melospiza melodia",0
"PadDn2_0422","Cottus marginatus",0
"PadDn2_0422","Scapanus orarius",0
"PadDn2_0422","Sus scrofa",0
"PadDn2_0422","Tachycineta bicolor",0
"PadDn2_0422","Lithobates catesbeianus",0
"PadDn2_0422","Canis lupus",0
"PadDn2_0422","Procyon lotor",0
"PadDn2_0422","Ondatra zibethicus",0
"PadDn2_0422","Anaxyrus boreas",0
"PadDn2_0422","Phalacrocorax auritus",0
"PadDn2_0422","Aix sponsa",0
"PadDn2_0422","Lynx rufus",0
"PadDn2_0422","Rattus rattus",0
"PadDn2_0422","Poecile atricapillus",0
"PadUp11_1_0422","Oncorhynchus kisutch",2275
"PadUp11_1_0422","Oncorhynchus clarkii",1777
"PadUp11_1_0422","Cottus asper",24235
"PadUp11_1_0422","Oncorhynchus mykiss",3090
"PadUp11_1_0422","Perca flavescens",61556
"PadUp11_1_0422","Lampetra ayresii",0
"PadUp11_1_0422","Pimephales promelas",0
"PadUp11_1_0422","Osphranter rufus",0
"PadUp11_1_0422","Bos taurus",4
"PadUp11_1_0422","Ameiurus nebulosus",0
"PadUp11_1_0422","Turdus migratorius",0
"PadUp11_1_0422","Corvus corax",0
"PadUp11_1_0422","Dicamptodon tenebrosus",0
"PadUp11_1_0422","Lepomis gibbosus",142
"PadUp11_1_0422","Oncorhynchus nerka",381
"PadUp11_1_0422","Micropterus salmoides",0
"PadUp11_1_0422","Rana catesbeiana",0
"PadUp11_1_0422","Gasterosteus aculeatus",0
"PadUp11_1_0422","Alburnus alburnus",0
"PadUp11_1_0422","Regulus calendula",0
"PadUp11_1_0422","Castor canadensis",0
"PadUp11_1_0422","Homo sapiens",6
"PadUp11_1_0422","Didelphis virginiana",0
"PadUp11_1_0422","Melospiza melodia",0
"PadUp11_1_0422","Cottus marginatus",0
"PadUp11_1_0422","Scapanus orarius",0
"PadUp11_1_0422","Sus scrofa",0
"PadUp11_1_0422","Tachycineta bicolor",0
"PadUp11_1_0422","Lithobates catesbeianus",0
"PadUp11_1_0422","Canis lupus",0
"PadUp11_1_0422","Procyon lotor",0
"PadUp11_1_0422","Ondatra zibethicus",0
"PadUp11_1_0422","Anaxyrus boreas",0
"PadUp11_1_0422","Phalacrocorax auritus",0
"PadUp11_1_0422","Aix sponsa",0
"PadUp11_1_0422","Lynx rufus",0
"PadUp11_1_0422","Rattus rattus",0
"PadUp11_1_0422","Poecile atricapillus",0
"PadUp5_2_0422","Oncorhynchus kisutch",0
"PadUp5_2_0422","Oncorhynchus clarkii",871
"PadUp5_2_0422","Cottus asper",38763
"PadUp5_2_0422","Oncorhynchus mykiss",729
"PadUp5_2_0422","Perca flavescens",27977
"PadUp5_2_0422","Lampetra ayresii",0
"PadUp5_2_0422","Pimephales promelas",0
"PadUp5_2_0422","Osphranter rufus",0
"PadUp5_2_0422","Bos taurus",0
"PadUp5_2_0422","Ameiurus nebulosus",0
"PadUp5_2_0422","Turdus migratorius",0
"PadUp5_2_0422","Corvus corax",0
"PadUp5_2_0422","Dicamptodon tenebrosus",0
"PadUp5_2_0422","Lepomis gibbosus",1005
"PadUp5_2_0422","Oncorhynchus nerka",0
"PadUp5_2_0422","Micropterus salmoides",0
"PadUp5_2_0422","Rana catesbeiana",0
"PadUp5_2_0422","Gasterosteus aculeatus",0
"PadUp5_2_0422","Alburnus alburnus",0
"PadUp5_2_0422","Regulus calendula",0
"PadUp5_2_0422","Castor canadensis",0
"PadUp5_2_0422","Homo sapiens",10
"PadUp5_2_0422","Didelphis virginiana",0
"PadUp5_2_0422","Melospiza melodia",0
"PadUp5_2_0422","Cottus marginatus",0
"PadUp5_2_0422","Scapanus orarius",0
"PadUp5_2_0422","Sus scrofa",0
"PadUp5_2_0422","Tachycineta bicolor",0
"PadUp5_2_0422","Lithobates catesbeianus",0
"PadUp5_2_0422","Canis lupus",118
"PadUp5_2_0422","Procyon lotor",0
"PadUp5_2_0422","Ondatra zibethicus",0
"PadUp5_2_0422","Anaxyrus boreas",0
"PadUp5_2_0422","Phalacrocorax auritus",23
"PadUp5_2_0422","Aix sponsa",0
"PadUp5_2_0422","Lynx rufus",0
"PadUp5_2_0422","Rattus rattus",0
"PadUp5_2_0422","Poecile atricapillus",0
"PrtDn1_0422","Oncorhynchus kisutch",46594
"PrtDn1_0422","Oncorhynchus clarkii",16999
"PrtDn1_0422","Cottus asper",0
"PrtDn1_0422","Oncorhynchus mykiss",0
"PrtDn1_0422","Perca flavescens",0
"PrtDn1_0422","Lampetra ayresii",14306
"PrtDn1_0422","Pimephales promelas",0
"PrtDn1_0422","Osphranter rufus",0
"PrtDn1_0422","Bos taurus",0
"PrtDn1_0422","Ameiurus nebulosus",0
"PrtDn1_0422","Turdus migratorius",0
"PrtDn1_0422","Corvus corax",0
"PrtDn1_0422","Dicamptodon tenebrosus",0
"PrtDn1_0422","Lepomis gibbosus",0
"PrtDn1_0422","Oncorhynchus nerka",0
"PrtDn1_0422","Micropterus salmoides",0
"PrtDn1_0422","Rana catesbeiana",0
"PrtDn1_0422","Gasterosteus aculeatus",0
"PrtDn1_0422","Alburnus alburnus",0
"PrtDn1_0422","Regulus calendula",0
"PrtDn1_0422","Castor canadensis",0
"PrtDn1_0422","Homo sapiens",0
"PrtDn1_0422","Didelphis virginiana",0
"PrtDn1_0422","Melospiza melodia",0
"PrtDn1_0422","Cottus marginatus",0
"PrtDn1_0422","Scapanus orarius",0
"PrtDn1_0422","Sus scrofa",0
"PrtDn1_0422","Tachycineta bicolor",0
"PrtDn1_0422","Lithobates catesbeianus",0
"PrtDn1_0422","Canis lupus",0
"PrtDn1_0422","Procyon lotor",0
"PrtDn1_0422","Ondatra zibethicus",0
"PrtDn1_0422","Anaxyrus boreas",0
"PrtDn1_0422","Phalacrocorax auritus",0
"PrtDn1_0422","Aix sponsa",0
"PrtDn1_0422","Lynx rufus",0
"PrtDn1_0422","Rattus rattus",0
"PrtDn1_0422","Poecile atricapillus",0
"PrtDn1_0422TR2","Oncorhynchus kisutch",53430
"PrtDn1_0422TR2","Oncorhynchus clarkii",14721
"PrtDn1_0422TR2","Cottus asper",0
"PrtDn1_0422TR2","Oncorhynchus mykiss",0
"PrtDn1_0422TR2","Perca flavescens",0
"PrtDn1_0422TR2","Lampetra ayresii",28856
"PrtDn1_0422TR2","Pimephales promelas",0
"PrtDn1_0422TR2","Osphranter rufus",0
"PrtDn1_0422TR2","Bos taurus",0
"PrtDn1_0422TR2","Ameiurus nebulosus",0
"PrtDn1_0422TR2","Turdus migratorius",0
"PrtDn1_0422TR2","Corvus corax",0
"PrtDn1_0422TR2","Dicamptodon tenebrosus",0
"PrtDn1_0422TR2","Lepomis gibbosus",0
"PrtDn1_0422TR2","Oncorhynchus nerka",0
"PrtDn1_0422TR2","Micropterus salmoides",0
"PrtDn1_0422TR2","Rana catesbeiana",0
"PrtDn1_0422TR2","Gasterosteus aculeatus",0
"PrtDn1_0422TR2","Alburnus alburnus",0
"PrtDn1_0422TR2","Regulus calendula",0
"PrtDn1_0422TR2","Castor canadensis",92
"PrtDn1_0422TR2","Homo sapiens",0
"PrtDn1_0422TR2","Didelphis virginiana",0
"PrtDn1_0422TR2","Melospiza melodia",0
"PrtDn1_0422TR2","Cottus marginatus",0
"PrtDn1_0422TR2","Scapanus orarius",0
"PrtDn1_0422TR2","Sus scrofa",0
"PrtDn1_0422TR2","Tachycineta bicolor",0
"PrtDn1_0422TR2","Lithobates catesbeianus",0
"PrtDn1_0422TR2","Canis lupus",2
"PrtDn1_0422TR2","Procyon lotor",0
"PrtDn1_0422TR2","Ondatra zibethicus",0
"PrtDn1_0422TR2","Anaxyrus boreas",0
"PrtDn1_0422TR2","Phalacrocorax auritus",0
"PrtDn1_0422TR2","Aix sponsa",22
"PrtDn1_0422TR2","Lynx rufus",0
"PrtDn1_0422TR2","Rattus rattus",0
"PrtDn1_0422TR2","Poecile atricapillus",0
"PrtDn1_0422TR3","Oncorhynchus kisutch",37053
"PrtDn1_0422TR3","Oncorhynchus clarkii",15357
"PrtDn1_0422TR3","Cottus asper",0
"PrtDn1_0422TR3","Oncorhynchus mykiss",0
"PrtDn1_0422TR3","Perca flavescens",0
"PrtDn1_0422TR3","Lampetra ayresii",14748
"PrtDn1_0422TR3","Pimephales promelas",0
"PrtDn1_0422TR3","Osphranter rufus",0
"PrtDn1_0422TR3","Bos taurus",0
"PrtDn1_0422TR3","Ameiurus nebulosus",0
"PrtDn1_0422TR3","Turdus migratorius",0
"PrtDn1_0422TR3","Corvus corax",0
"PrtDn1_0422TR3","Dicamptodon tenebrosus",509
"PrtDn1_0422TR3","Lepomis gibbosus",0
"PrtDn1_0422TR3","Oncorhynchus nerka",0
"PrtDn1_0422TR3","Micropterus salmoides",0
"PrtDn1_0422TR3","Rana catesbeiana",0
"PrtDn1_0422TR3","Gasterosteus aculeatus",0
"PrtDn1_0422TR3","Alburnus alburnus",0
"PrtDn1_0422TR3","Regulus calendula",0
"PrtDn1_0422TR3","Castor canadensis",0
"PrtDn1_0422TR3","Homo sapiens",0
"PrtDn1_0422TR3","Didelphis virginiana",0
"PrtDn1_0422TR3","Melospiza melodia",0
"PrtDn1_0422TR3","Cottus marginatus",0
"PrtDn1_0422TR3","Scapanus orarius",0
"PrtDn1_0422TR3","Sus scrofa",0
"PrtDn1_0422TR3","Tachycineta bicolor",0
"PrtDn1_0422TR3","Lithobates catesbeianus",0
"PrtDn1_0422TR3","Canis lupus",0
"PrtDn1_0422TR3","Procyon lotor",0
"PrtDn1_0422TR3","Ondatra zibethicus",0
"PrtDn1_0422TR3","Anaxyrus boreas",0
"PrtDn1_0422TR3","Phalacrocorax auritus",0
"PrtDn1_0422TR3","Aix sponsa",0
"PrtDn1_0422TR3","Lynx rufus",0
"PrtDn1_0422TR3","Rattus rattus",0
"PrtDn1_0422TR3","Poecile atricapillus",0
"PrtUp2_0422","Oncorhynchus kisutch",46919
"PrtUp2_0422","Oncorhynchus clarkii",32749
"PrtUp2_0422","Cottus asper",0
"PrtUp2_0422","Oncorhynchus mykiss",0
"PrtUp2_0422","Perca flavescens",0
"PrtUp2_0422","Lampetra ayresii",129
"PrtUp2_0422","Pimephales promelas",0
"PrtUp2_0422","Osphranter rufus",0
"PrtUp2_0422","Bos taurus",0
"PrtUp2_0422","Ameiurus nebulosus",0
"PrtUp2_0422","Turdus migratorius",0
"PrtUp2_0422","Corvus corax",0
"PrtUp2_0422","Dicamptodon tenebrosus",2768
"PrtUp2_0422","Lepomis gibbosus",0
"PrtUp2_0422","Oncorhynchus nerka",0
"PrtUp2_0422","Micropterus salmoides",0
"PrtUp2_0422","Rana catesbeiana",13
"PrtUp2_0422","Gasterosteus aculeatus",0
"PrtUp2_0422","Alburnus alburnus",0
"PrtUp2_0422","Regulus calendula",0
"PrtUp2_0422","Castor canadensis",2
"PrtUp2_0422","Homo sapiens",0
"PrtUp2_0422","Didelphis virginiana",0
"PrtUp2_0422","Melospiza melodia",0
"PrtUp2_0422","Cottus marginatus",0
"PrtUp2_0422","Scapanus orarius",0
"PrtUp2_0422","Sus scrofa",0
"PrtUp2_0422","Tachycineta bicolor",0
"PrtUp2_0422","Lithobates catesbeianus",0
"PrtUp2_0422","Canis lupus",0
"PrtUp2_0422","Procyon lotor",0
"PrtUp2_0422","Ondatra zibethicus",0
"PrtUp2_0422","Anaxyrus boreas",0
"PrtUp2_0422","Phalacrocorax auritus",0
"PrtUp2_0422","Aix sponsa",0
"PrtUp2_0422","Lynx rufus",0
"PrtUp2_0422","Rattus rattus",0
"PrtUp2_0422","Poecile atricapillus",0
"PrtUp3_0422","Oncorhynchus kisutch",46651
"PrtUp3_0422","Oncorhynchus clarkii",32218
"PrtUp3_0422","Cottus asper",0
"PrtUp3_0422","Oncorhynchus mykiss",0
"PrtUp3_0422","Perca flavescens",0
"PrtUp3_0422","Lampetra ayresii",921
"PrtUp3_0422","Pimephales promelas",0
"PrtUp3_0422","Osphranter rufus",0
"PrtUp3_0422","Bos taurus",0
"PrtUp3_0422","Ameiurus nebulosus",0
"PrtUp3_0422","Turdus migratorius",0
"PrtUp3_0422","Corvus corax",0
"PrtUp3_0422","Dicamptodon tenebrosus",0
"PrtUp3_0422","Lepomis gibbosus",0
"PrtUp3_0422","Oncorhynchus nerka",0
"PrtUp3_0422","Micropterus salmoides",0
"PrtUp3_0422","Rana catesbeiana",0
"PrtUp3_0422","Gasterosteus aculeatus",0
"PrtUp3_0422","Alburnus alburnus",0
"PrtUp3_0422","Regulus calendula",0
"PrtUp3_0422","Castor canadensis",26
"PrtUp3_0422","Homo sapiens",0
"PrtUp3_0422","Didelphis virginiana",0
"PrtUp3_0422","Melospiza melodia",0
"PrtUp3_0422","Cottus marginatus",0
"PrtUp3_0422","Scapanus orarius",0
"PrtUp3_0422","Sus scrofa",0
"PrtUp3_0422","Tachycineta bicolor",0
"PrtUp3_0422","Lithobates catesbeianus",0
"PrtUp3_0422","Canis lupus",0
"PrtUp3_0422","Procyon lotor",0
"PrtUp3_0422","Ondatra zibethicus",0
"PrtUp3_0422","Anaxyrus boreas",0
"PrtUp3_0422","Phalacrocorax auritus",0
"PrtUp3_0422","Aix sponsa",0
"PrtUp3_0422","Lynx rufus",0
"PrtUp3_0422","Rattus rattus",0
"PrtUp3_0422","Poecile atricapillus",0
"SqmDn1_0422","Oncorhynchus kisutch",9550
"SqmDn1_0422","Oncorhynchus clarkii",2165
"SqmDn1_0422","Cottus asper",0
"SqmDn1_0422","Oncorhynchus mykiss",0
"SqmDn1_0422","Perca flavescens",0
"SqmDn1_0422","Lampetra ayresii",0
"SqmDn1_0422","Pimephales promelas",36144
"SqmDn1_0422","Osphranter rufus",0
"SqmDn1_0422","Bos taurus",4250
"SqmDn1_0422","Ameiurus nebulosus",1003
"SqmDn1_0422","Turdus migratorius",3723
"SqmDn1_0422","Corvus corax",0
"SqmDn1_0422","Dicamptodon tenebrosus",0
"SqmDn1_0422","Lepomis gibbosus",0
"SqmDn1_0422","Oncorhynchus nerka",0
"SqmDn1_0422","Micropterus salmoides",0
"SqmDn1_0422","Rana catesbeiana",497
"SqmDn1_0422","Gasterosteus aculeatus",0
"SqmDn1_0422","Alburnus alburnus",0
"SqmDn1_0422","Regulus calendula",0
"SqmDn1_0422","Castor canadensis",0
"SqmDn1_0422","Homo sapiens",0
"SqmDn1_0422","Didelphis virginiana",0
"SqmDn1_0422","Melospiza melodia",0
"SqmDn1_0422","Cottus marginatus",0
"SqmDn1_0422","Scapanus orarius",0
"SqmDn1_0422","Sus scrofa",0
"SqmDn1_0422","Tachycineta bicolor",0
"SqmDn1_0422","Lithobates catesbeianus",0
"SqmDn1_0422","Canis lupus",68
